user_id,user_type,num_tweets,num_followers,num_followings,about_me_length,user_name_length,num_annotations,num_http,tweet_avg_length,num_unique_words,dt_entropy,goss_0,goss_1,goss_2,goss_3,goss_4,loss_0,loss_1,loss_2,loss_3,loss_4,cluster
2219081.0,0,3681.0,1534.0,2001.0,0.0,8.0,0.0,0.054333000000000006,0.377886,1052.0,0.5600135526299873,0.00041440881393452016,-0.003926384881845399,0.005669789238083186,-0.001982737083020549,-0.0027673198583162435,-0.010527491603489937,-0.2909397766505205,0.8685340121328053,-0.29093411666294394,-0.2761326272158509,1
3881391.0,0,8002.0,16779.0,17100.0,139.0,6.0,0.018744999999999998,0.0076230000000000004,0.319295,1194.0,0.5399194409233709,-0.0005001374364816325,-0.0036966759632559116,0.006119962111814549,-0.0020007136687290325,-0.002825204685795139,-0.06858299658313262,-0.2616755941840389,0.8805456506267718,-0.2803246990025947,-0.26996236085700553,1
7159492.0,0,3865.0,1147.0,1400.0,19.0,6.0,0.000259,0.052004999999999996,0.8835709999999999,1599.0,0.3383204973835288,-0.0018206561229642613,0.012294871269962057,-0.005292589459002049,-0.002003572240541152,-0.0028750086820178928,-0.13787839718478664,0.8901332826864701,-0.25271285003173993,-0.25271885352339635,-0.2468231819465473,1
7601182.0,0,456.0,491.0,1053.0,50.0,7.0,0.002193,0.006579000000000001,6.337719,1046.0,0.4842941535348813,-0.00040526197086381113,-0.003783951857165453,0.006230550189511395,-0.002002412881933525,-0.0029572896103137306,-0.06164445340722517,-0.26474377042018904,0.8793374167129648,-0.2764745447923835,-0.2764746480931673,1
7934702.0,0,2122.0,511.0,876.0,156.0,15.0,0.084826,0.016493999999999998,1.067861,1267.0,0.4391110397801716,-0.0038080362739485725,-0.0011943500347034266,-0.0052888642929787115,-0.0019939495903460135,0.01207226937993316,-0.2718682457207599,-0.06423279274468889,-0.2718697962536318,-0.2718766977580612,0.8798475324771418,1
7967132.0,0,1470.0,1768.0,1879.0,66.0,10.0,0.0006799999999999999,0.219048,1.0619049999999999,951.0,0.5747939202350356,0.00032294028361616747,0.010297638919516879,-0.005293494856555498,-0.0013498904999952874,-0.002958720620610976,-0.01669715895956155,0.8698387229914255,-0.2933802536836494,-0.2663998292634379,-0.2933614810847767,1
8614702.0,0,95.0,819.0,1772.0,61.0,9.0,0.684211,0.042105000000000004,17.526316,932.0,0.3742808731570783,-0.002771961093238712,-0.003484687698402965,0.0073288699822379785,-0.0016003189948066575,-0.002952604413780513,-0.190386149312508,-0.21825352315773686,0.8935602611239285,-0.23558334481379695,-0.2493372438398868,1
9126092.0,0,16381.0,1006.0,1749.0,156.0,8.0,0.007387,0.00042699999999999997,0.107564,937.0,0.20173880684440407,-0.002774309931513195,-0.0039327609739819355,0.007828258106159306,-0.001995418255517418,-0.002953894752934925,-0.18130175842954888,-0.23735764473530704,0.8933726481114534,-0.2373535789075633,-0.23735966603903416,1
9545532.0,0,7749.0,3312.0,3529.0,79.0,11.0,0.022584,0.0006450000000000001,0.25061300000000003,1007.0,0.35485882520222073,-0.0014116779909706125,-0.003933794050538588,0.0069742465994563,-0.0019974330160232143,-0.002954823141955522,-0.11640671432282118,-0.2571216558039682,0.8877613227604481,-0.2571159083509369,-0.2571170442827219,1
10336042.0,0,22263.0,20471.0,22456.0,156.0,11.0,0.008355,0.000359,0.13250699999999999,1203.0,0.5406141597416871,-0.003685787070070583,-0.0035047052735525394,0.0062481642410371786,-0.001998650527783586,-0.0006021496661030304,-0.26943198813181124,-0.24413701774551064,0.8843874192828871,-0.2773582825315061,-0.093460130874059,1
10500072.0,0,9192.0,11226.0,12335.0,159.0,12.0,0.017297999999999997,0.002611,0.211923,1146.0,0.5284159246116198,-0.003045898921751671,-0.003800283860871347,0.006598614543930902,0.0011744346313426115,-0.0028599890704064986,-0.2217450397589444,-0.258595004715927,0.8907431085900318,-0.14899148909333526,-0.2614115750218253,1
10667662.0,0,2311.0,58173.0,53675.0,86.0,7.0,0.003894,0.085244,0.8398959999999999,753.0,0.5882803831924256,-0.0008667508629830018,0.010875077944379379,-0.005025910292462639,-0.002004195418918279,-0.0025856833145178624,-0.09280498062717052,0.8843148851044226,-0.25546306056322954,-0.2828547200478363,-0.25319212386618634,1
10779802.0,0,16219.0,19928.0,19802.0,146.0,6.0,0.0,0.012331,0.104877,1156.0,0.30726309706118243,-0.0034773236223086803,0.01267329400429066,-0.004477796233431587,-0.0020036524230301125,-0.002957881381633871,-0.22722527116973004,0.8928381377186685,-0.17336959285292758,-0.2461224824024303,-0.24612079129358064,1
11305742.0,0,2320.0,4674.0,4529.0,59.0,15.0,0.0034479999999999997,0.082328,0.680603,953.0,0.4893588080392727,-0.0027004113615003373,0.01165734494574722,-0.0042161527953368146,-0.0020033379551279065,-0.002918846514803598,-0.19875405016593164,0.8909399252524073,-0.16235940538609894,-0.2663721075251437,-0.2634543621752332,1
11422132.0,0,3082.0,8493.0,2394.0,16.0,12.0,0.0305,0.007462999999999999,0.8410120000000001,1196.0,0.5503557131713556,-0.00018245855690965813,-0.003935557151755008,0.005963602496882605,-0.0016295093169076574,-0.002829505787955169,-0.04895994357243042,-0.2843204027187132,0.8769170959906583,-0.2694965791397987,-0.274140170559716,1
11525652.0,0,88.0,258.0,1985.0,160.0,8.0,0.0,0.9886360000000001,16.943182,788.0,0.3360576267260616,-0.003807197209092023,0.012425669848780088,-0.005288421526681489,-0.0016712691033017582,-0.001566976806165085,-0.2500998797075425,0.8914239235364843,-0.2501089862258349,-0.23881819344858965,-0.1523968641545172,1
11778632.0,0,19590.0,2293.0,2523.0,159.0,13.0,0.005156,0.001429,0.11970399999999999,1128.0,0.41960328532891744,-0.0022936815938203172,-0.0038018819184821562,0.007066536654455551,-0.0010621837794364262,-0.002956068197711755,-0.1673832077342721,-0.2465392696213293,0.892305189878628,-0.22234367692000592,-0.2560390356030206,1
11920772.0,0,17525.0,2553.0,693.0,126.0,8.0,5.6999999999999996e-05,0.011355,0.15720399999999998,979.0,0.02407446564359029,-0.0038017660920633065,-0.003926759815188372,-0.0052849947660088565,-0.001983760623040545,0.014760898646822838,-0.22360264056741908,-0.22360522816043293,-0.22360967474495366,-0.22360964751094609,0.8944271909837518,1
12570402.0,0,30342.0,38985.0,38995.0,21.0,8.0,3.3e-05,0.006592,0.055435000000000005,1225.0,0.4955191252635779,-0.003053436664669213,0.011944197576723785,-0.004571489703721143,-0.0018109542113776784,-0.002554906291405689,-0.2156786266347898,0.8935342963532438,-0.1926643973678316,-0.2538725120220809,-0.2313187603285417,1
12755642.0,0,184.0,1098.0,914.0,51.0,13.0,0.494565,0.125,7.804347999999999,784.0,0.4650268421810738,-0.0012429026739890748,-0.003579324356747431,0.006593044520950018,-0.0019936735734986622,-0.0029529682998903736,-0.11084060683281947,-0.2411378693026303,0.8868587464158438,-0.2674388654611548,-0.2674414048192392,1
12891732.0,0,324.0,1627.0,1765.0,95.0,14.0,0.0,0.608025,3.7067900000000003,222.0,0.2893395963404344,0.016339056811679385,-0.0024872686897776967,-0.005290717761085243,-0.00199871137547498,-0.002955390580951791,0.8910699304468201,-0.14780262183076376,-0.2477535633592648,-0.24775874772970816,-0.24775499752708355,1
13076522.0,0,5129.0,5316.0,5839.0,86.0,12.0,0.0,0.038994,0.414116,1274.0,0.4403130799756025,-0.001046169621994649,0.011555450033843595,-0.005146815121952451,-0.0020039523183221454,-0.0029580110650207123,-0.09851946361252042,0.8853276244540433,-0.2528453512361986,-0.2669830629577529,-0.2669797466475715,1
13421862.0,0,1146.0,2186.0,2088.0,53.0,13.0,0.0,0.173647,1.078534,654.0,0.5055732795641132,-0.0028542387214375944,0.0118213862478371,-0.004622533083436371,-0.002000608047202769,-0.002434417501267661,-0.20583735538474068,0.893316253079558,-0.1994400905197977,-0.26338130885483513,-0.2246574983201847,1
13545202.0,0,6139.0,1719.0,1089.0,86.0,7.0,0.0,0.032579000000000004,0.550253,1093.0,0.4509203058008303,-0.0017404682699188145,0.011759959135965043,-0.005293282425232749,-0.0020052344242225137,-0.002408905840244795,-0.13909028055254938,0.8897751632737328,-0.26383794719999204,-0.2638394049313654,-0.22300753058982628,1
13593132.0,0,4516.0,5756.0,5042.0,58.0,10.0,0.03388,0.000664,0.45726300000000003,977.0,0.33794749280745306,-0.002992816150258665,-0.0037183767082239376,0.007488862688436844,-0.001996604358536938,-0.0025512649503398933,-0.1997987206112452,-0.2308609547140427,0.8939184061244693,-0.2455801394226415,-0.21767859137654005,1
13898062.0,0,6340.0,645.0,528.0,40.0,6.0,0.0031550000000000003,0.0006309999999999999,0.243533,1052.0,0.5712439200543694,-0.0037293076487133693,-0.000435605198182264,-0.00523531252535214,-0.0018655868890693687,0.011124795999413637,-0.2870160024200397,-0.007184536041787294,-0.28658481203237685,-0.2870081953076252,0.8677935458018292,1
14065888.0,0,8069.0,4837.0,5204.0,134.0,13.0,0.019209,0.001363,0.137192,743.0,0.576377155405136,-0.0037877828803155795,0.00029404372391701527,-0.005275978380261751,-0.001960407864038779,0.010549768747610377,-0.3017178584521385,0.054253197606003764,-0.3017021589315806,-0.3017006493060057,0.8508674690837211,1
14087461.0,0,1785.0,12123.0,12240.0,119.0,14.0,0.003361,0.112045,0.806163,781.0,0.469838234352781,-0.0014687702458847818,0.011652743079993321,-0.005051229730608862,-0.002002869483103581,-0.0028358205461897234,-0.12367294857962427,0.8885050249453711,-0.24248085513796536,-0.2657285310464657,-0.2566226901813157,1
14088485.0,0,13484.0,19506.0,21435.0,102.0,13.0,0.000297,0.014684000000000001,0.12741,1036.0,0.3969715994717255,-0.0024237280446191296,0.012203898361748488,-0.004779710282003636,-0.0020032284493819753,-0.0029576690419589914,-0.17430196732243125,0.8923340214273436,-0.20769867628425698,-0.25516760614100736,-0.2551657716796481,1
14255846.0,0,1751.0,16729.0,15529.0,68.0,7.0,0.119931,0.01542,0.876642,868.0,0.5289240159695743,-0.0007469887409627901,-0.003467127587117154,0.006197430714209101,-0.0019966328890639483,-0.0029543282871737865,-0.0838285219111591,-0.242194554611551,0.8827907272689215,-0.27838698636410525,-0.278380664382106,1
14275501.0,0,1830.0,1982.0,2125.0,44.0,10.0,0.10491800000000001,0.081967,1.273224,661.0,0.4549409048318946,-0.002023153865258564,0.01180644705016347,-0.005292286258807305,-0.0020028079182795072,-0.0022285266137983518,-0.15568278497790405,0.8908713935491542,-0.2630575295053149,-0.2630645106049341,-0.20906656846100105,1
14478399.0,0,1765.0,515.0,641.0,158.0,12.0,0.0,0.11331400000000001,0.9569409999999999,994.0,0.5897291832815982,0.001975338239308187,0.009252763329164354,-0.005292915537546196,-0.00200440403705135,-0.002937324192161596,0.09989629427254948,0.8356319582761941,-0.31245260302831585,-0.3124595205570868,-0.31061612896334084,1
14511995.0,0,4664.0,4888.0,5320.0,148.0,4.0,0.028516000000000003,0.002573,0.464408,1042.0,0.4633554196626479,-0.0032705068914211603,-0.001985967128139566,0.006647199773550418,-0.0019985881160523157,-0.0029553278143646788,-0.2335629752010269,-0.12169867296402136,0.8880817259473062,-0.2664121063353013,-0.26640797144695666,1
